"Total Deaths due to Climate Change (by country)"
""	"2010"	"2015"	"2020"	"2025"	"2030"	"2035"	"2040"	"2045"	"2050"	"2055"	"2060"	"2065"	"2070"	"2075"	"2080"	"2085"	"2090"	"2095"	"2100"
"BGR"	0.00	7.57	9.33	9.55	8.69	8.27	8.80	10.22	12.06	13.96	14.03	15.22	17.82	22.60	26.59	30.95	36.78	43.53	53.54
"BHR"	0.00	0.06	0.08	0.09	0.08	0.08	0.09	0.10	0.12	0.12	0.12	0.12	0.13	0.14	0.14	0.14	0.14	0.14	0.16
"BHS"	0.00	0.03	0.04	0.04	0.03	0.03	0.03	0.03	0.03	0.04	0.04	0.04	0.05	0.06	0.07	0.08	0.09	0.11	0.13
"BIH"	0.00	4.68	6.84	7.65	7.61	7.38	7.69	8.67	10.15	11.32	12.19	14.09	16.81	20.40	24.28	28.58	34.52	41.03	52.35
"BLR"	0.00	8.06	9.40	7.76	5.81	4.61	4.52	5.11	5.99	6.32	6.18	6.40	7.52	9.85	11.90	13.81	15.38	17.31	21.18
"BLZ"	0.00	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01
"BOL"	0.00	0.15	0.25	0.32	0.33	0.34	0.36	0.40	0.46	0.53	0.61	0.70	0.83	1.01	1.16	1.36	1.62	1.98	2.47
"BRA"	0.00	0.54	0.74	0.84	0.84	0.78	0.77	0.80	0.87	0.95	1.02	1.18	1.37	1.50	1.69	1.91	2.25	2.68	3.20
"BRB"	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.02	0.03
"BRN"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"BTN"	0.00	0.06	0.07	0.08	0.07	0.07	0.07	0.08	0.09	0.10	0.12	0.14	0.16	0.19	0.22	0.25	0.30	0.35	0.42
"BWA"	0.00	0.62	0.64	0.72	0.74	0.73	0.61	0.45	0.32	0.24	0.19	0.16	0.15	0.15	0.16	0.18	0.21	0.24	0.30
"CHE"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"CHL"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"CHN"	0.00	0.19	0.16	0.14	0.12	0.14	0.17	0.23	0.32	0.46	0.58	0.73	0.92	1.19	1.38	1.69	1.99	2.37	2.97
"CIV"	0.00	159.56	209.32	173.70	112.30	70.46	48.53	37.11	31.77	29.80	30.04	33.35	40.90	51.94	66.86	87.25	116.19	156.49	216.47
"CMR"	0.00	110.25	124.71	90.40	51.91	29.48	18.78	13.57	11.16	10.19	10.08	11.03	13.38	16.85	21.55	27.98	37.13	49.91	68.98
"COL"	0.00	0.23	0.34	0.37	0.35	0.32	0.32	0.33	0.36	0.39	0.42	0.46	0.52	0.61	0.67	0.76	0.87	1.02	1.24
"COM"	0.00	1.99	2.44	1.90	1.17	0.71	0.47	0.35	0.29	0.26	0.26	0.28	0.34	0.43	0.54	0.69	0.91	1.21	1.65
"CRI"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"CYP"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"CZE"	0.00	11.99	18.18	22.09	23.85	25.52	29.75	36.70	43.53	48.07	48.98	46.38	47.99	52.80	58.35	64.41	67.65	68.05	67.96
"DEU"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"DJI"	0.00	0.91	1.02	0.72	0.40	0.22	0.14	0.09	0.07	0.06	0.06	0.06	0.07	0.08	0.09	0.11	0.14	0.18	0.23
"DNK"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"DOM"	0.00	0.03	0.05	0.05	0.05	0.05	0.04	0.05	0.05	0.05	0.06	0.06	0.07	0.08	0.09	0.10	0.11	0.13	0.16
"ECU"	0.00	0.07	0.12	0.13	0.13	0.13	0.13	0.14	0.15	0.17	0.19	0.21	0.24	0.29	0.33	0.37	0.43	0.51	0.62
"EGY"	0.00	4.55	5.06	4.53	3.67	3.08	2.95	3.10	3.53	3.96	4.38	4.91	6.01	7.64	9.34	10.93	12.81	14.63	17.75
"ESP"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"EST"	0.00	1.59	2.37	2.85	3.04	3.23	3.72	4.51	5.26	5.71	5.75	5.40	5.54	6.05	6.64	7.29	7.64	7.68	7.67
"ETH"	0.00	182.57	210.44	154.55	89.15	50.46	31.78	22.47	17.95	15.80	15.01	15.71	18.17	21.71	26.29	32.28	40.47	51.43	67.30
"FIN"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FJI"	0.00	0.73	0.86	0.72	0.50	0.34	0.26	0.22	0.21	0.21	0.23	0.26	0.31	0.37	0.44	0.55	0.68	0.82	1.05
"FRA"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GAB"	0.00	6.65	8.30	10.83	12.18	13.00	11.42	8.75	6.45	4.97	4.03	3.51	3.39	3.56	3.86	4.50	5.31	6.40	8.05
"GBR"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GEO"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01
"GHA"	0.00	94.06	101.51	70.07	38.28	20.71	12.63	8.76	6.94	6.11	5.85	6.22	7.36	9.06	11.36	14.49	18.93	25.13	34.39
"GIN"	0.00	72.95	85.14	80.91	73.34	70.09	75.16	89.73	109.56	130.73	156.53	194.29	246.88	314.73	384.69	478.52	594.85	736.62	927.52
"GMB"	0.00	9.43	10.65	7.74	4.46	2.54	1.62	1.18	0.97	0.89	0.88	0.96	1.17	1.47	1.88	2.43	3.21	4.29	5.88
"GNB"	0.00	19.60	27.87	25.39	18.19	12.65	9.52	7.76	6.92	6.62	6.72	7.43	9.01	11.23	14.13	17.98	23.32	30.58	41.17
"GNQ"	0.00	2.11	1.99	2.19	2.23	2.22	1.86	1.38	1.00	0.75	0.61	0.52	0.50	0.52	0.57	0.66	0.77	0.92	1.15
"GRC"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"GTM"	0.00	0.22	0.33	0.26	0.18	0.12	0.09	0.08	0.07	0.08	0.09	0.10	0.13	0.16	0.19	0.23	0.28	0.35	0.45
"HND"	0.00	0.07	0.10	0.09	0.06	0.04	0.03	0.03	0.02	0.02	0.03	0.03	0.04	0.05	0.06	0.07	0.08	0.10	0.13
"HRV"	0.00	4.77	6.44	6.74	6.35	5.94	6.03	6.67	7.65	8.37	8.84	10.10	11.96	14.47	17.22	20.29	24.47	28.91	36.45
"HUN"	0.00	11.43	17.57	21.71	23.84	25.83	30.24	37.18	43.81	48.07	48.70	45.80	46.99	51.18	55.94	61.07	63.46	63.15	62.48
"IDN"	0.00	41.39	45.29	34.80	26.84	21.25	20.65	23.79	28.26	33.70	40.24	50.24	66.30	84.72	105.71	128.95	155.00	186.36	229.25
"IND"	0.00	152.84	145.31	106.01	73.15	52.80	45.59	46.25	52.42	61.11	72.84	91.46	118.38	161.35	206.96	266.01	347.35	449.39	598.59
"IRL"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"IRN"	0.00	0.03	0.04	0.04	0.03	0.03	0.02	0.02	0.02	0.03	0.02	0.02	0.03	0.03	0.03	0.03	0.04	0.04	0.05
"IRQ"	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01
"ISL"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"ISR"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"ITA"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"JAM"	0.00	0.22	0.31	0.33	0.30	0.27	0.26	0.26	0.27	0.28	0.30	0.31	0.34	0.39	0.43	0.47	0.53	0.63	0.76
"JOR"	0.00	0.53	0.63	0.73	0.63	0.53	0.54	0.54	0.59	0.61	0.60	0.59	0.64	0.72	0.78	0.86	0.92	1.03	1.23
"JPN"	0.00	0.04	0.06	0.08	0.09	0.10	0.11	0.12	0.13	0.13	0.13	0.14	0.15	0.17	0.18	0.20	0.21	0.22	0.24
"KAZ"	0.00	14.74	17.51	15.29	14.56	14.52	16.16	20.53	28.42	35.09	37.45	37.49	43.76	55.63	64.97	74.32	79.13	86.15	98.93
"KEN"	0.00	98.44	108.47	76.73	43.20	24.17	15.23	10.91	8.93	8.11	8.00	8.74	10.60	13.34	17.07	22.18	29.44	39.59	54.71
"KGZ"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01
"KHM"	0.00	5.61	5.54	5.08	4.12	3.51	3.39	3.61	4.37	5.35	6.56	7.26	9.06	11.97	15.26	19.07	23.16	27.54	35.00
"KOR"	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.02	0.02	0.02	0.03	0.03
"KWT"	0.00	0.20	0.35	0.43	0.46	0.52	0.61	0.76	0.95	1.09	1.14	1.24	1.40	1.59	1.69	1.81	1.89	1.99	2.19
"LAO"	0.00	2.10	2.21	2.15	1.82	1.60	1.57	1.69	2.04	2.50	3.06	3.36	4.16	5.43	6.83	8.43	10.09	11.81	14.77
"LBN"	0.00	0.34	0.34	0.36	0.29	0.23	0.22	0.21	0.21	0.21	0.20	0.19	0.19	0.20	0.21	0.21	0.22	0.24	0.28
"LBR"	0.00	33.73	40.93	31.22	18.55	10.74	6.91	5.03	4.16	3.83	3.84	4.26	5.25	6.73	8.77	11.60	15.68	21.49	30.30
"LKA"	0.00	0.10	0.11	0.10	0.09	0.08	0.08	0.08	0.09	0.10	0.11	0.13	0.16	0.19	0.22	0.26	0.31	0.37	0.46
"LSO"	0.00	8.25	7.70	4.78	2.42	1.24	0.73	0.50	0.39	0.33	0.30	0.31	0.35	0.40	0.48	0.58	0.71	0.89	1.16
"LTU"	0.00	3.69	4.85	5.31	5.13	5.16	5.74	6.95	8.56	10.31	10.74	11.97	14.27	18.27	21.60	25.17	29.82	35.01	42.47
"LUX"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"LVA"	0.00	2.67	3.67	4.16	4.18	4.34	5.00	6.25	7.92	9.80	10.47	11.97	14.66	19.31	23.44	27.96	33.78	40.34	49.71
"MAR"	0.00	1.57	1.55	1.27	0.96	0.75	0.68	0.69	0.76	0.82	0.88	0.96	1.15	1.44	1.74	2.02	2.36	2.69	3.26
"MDA"	0.00	3.75	5.19	4.90	4.05	3.47	3.58	4.15	4.87	5.20	5.08	5.23	6.06	7.76	9.13	10.32	11.27	12.50	15.09
"MDG"	0.00	72.49	91.24	72.37	44.53	26.55	17.52	13.00	10.94	10.18	10.25	11.40	14.06	18.01	23.43	30.94	41.73	57.04	80.15
"MDV"	0.00	0.25	0.28	0.26	0.22	0.20	0.20	0.23	0.26	0.30	0.33	0.39	0.46	0.56	0.64	0.75	0.88	1.04	1.27
"MEX"	0.00	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.03	0.03	0.03	0.04
"MKD"	0.00	2.48	3.52	3.83	3.70	3.52	3.61	4.02	4.64	5.07	5.34	6.03	7.04	8.37	9.79	11.35	13.52	15.84	19.87
"MLI"	0.00	134.69	141.36	98.80	55.81	31.62	20.38	15.08	12.81	12.14	12.52	14.31	18.17	24.00	32.17	43.69	60.49	84.70	121.72
"MLT"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"MNE"	0.00	0.62	0.78	0.77	0.69	0.62	0.61	0.66	0.74	0.79	0.82	0.93	1.08	1.28	1.50	1.74	2.06	2.39	2.98
"MNG"	0.00	2.04	1.82	1.53	1.16	0.93	0.86	0.89	1.05	1.25	1.49	1.61	1.99	2.63	3.36	4.24	5.19	6.23	7.98
"MOZ"	0.00	183.30	185.64	125.82	69.70	38.89	24.56	17.67	14.55	13.32	13.21	14.47	17.51	21.97	27.95	36.06	47.47	63.21	86.40
"MRT"	0.00	6.21	6.69	4.67	2.59	1.43	0.89	0.63	0.51	0.46	0.44	0.48	0.57	0.71	0.89	1.15	1.50	2.00	2.73
"MUS"	0.00	4.89	5.51	6.54	6.66	6.41	5.06	3.50	2.36	1.68	1.27	1.03	0.94	0.93	0.95	1.05	1.18	1.38	1.68
"MWI"	0.00	57.59	60.87	42.30	23.68	13.25	8.40	6.09	5.07	4.70	4.74	5.29	6.57	8.48	11.13	14.84	20.21	27.87	39.51
"MYS"	0.00	0.08	0.10	0.11	0.10	0.10	0.10	0.12	0.15	0.17	0.20	0.24	0.29	0.36	0.42	0.52	0.63	0.77	0.96
"NAM"	0.00	1.77	2.04	2.52	2.68	2.71	2.26	1.65	1.17	0.87	0.68	0.58	0.54	0.54	0.57	0.64	0.74	0.86	1.06
"NER"	0.00	132.21	174.02	146.10	95.93	61.31	43.32	34.30	30.65	30.12	31.86	37.03	47.44	62.77	83.94	113.44	155.90	216.07	306.36
"NGA"	0.00	1537.51	1886.97	1466.14	892.98	533.10	354.69	266.28	226.74	213.80	218.44	246.84	309.22	402.20	530.80	709.97	968.43	1336.13	1891.69
"NLD"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"NOR"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"NPL"	0.00	2.28	2.58	2.10	1.46	1.00	0.77	0.66	0.63	0.65	0.69	0.78	0.92	1.05	1.23	1.44	1.68	1.92	2.32
"NZL"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"OMN"	0.00	0.31	0.37	0.37	0.33	0.30	0.32	0.38	0.47	0.56	0.59	0.65	0.75	0.90	1.00	1.11	1.28	1.53	1.92
"PAK"	0.00	22.21	33.83	30.13	21.16	13.44	9.28	7.22	6.44	6.10	6.20	6.46	7.00	8.25	9.73	11.51	13.75	16.08	19.51
"PAN"	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.02	0.02	0.03	0.03	0.04
"PER"	0.00	0.04	0.05	0.06	0.05	0.05	0.05	0.05	0.05	0.06	0.06	0.07	0.08	0.09	0.10	0.11	0.13	0.15	0.18
"PHL"	0.00	0.93	1.19	1.07	0.81	0.59	0.48	0.44	0.44	0.47	0.52	0.62	0.76	0.92	1.13	1.41	1.74	2.09	2.65
"POL"	0.00	37.01	49.77	54.85	54.53	53.93	58.12	66.55	73.81	77.05	74.75	67.42	66.22	69.13	72.92	77.62	79.41	78.32	77.06
"PRT"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"PRY"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01
"QAT"	0.00	0.12	0.16	0.16	0.14	0.14	0.15	0.17	0.19	0.20	0.20	0.19	0.20	0.20	0.20	0.19	0.20	0.20	0.23
"ROU"	0.00	23.67	30.57	32.61	30.81	30.31	33.08	39.09	46.71	54.43	54.78	59.13	68.50	85.45	98.51	112.25	130.52	151.10	181.56
"RUS"	0.00	147.85	201.85	205.32	180.85	177.17	213.31	283.49	385.06	446.71	425.86	438.88	531.78	695.16	823.84	905.21	938.44	987.28	1192.03
"RWA"	0.00	38.41	41.31	28.75	15.92	8.75	5.42	3.82	3.06	2.73	2.62	2.79	3.29	4.03	5.00	6.30	8.12	10.60	14.24
"SAU"	0.00	0.02	0.02	0.02	0.02	0.02	0.02	0.03	0.03	0.04	0.04	0.04	0.04	0.04	0.04	0.05	0.05	0.05	0.05
"SDN"	0.00	43.70	49.20	45.75	40.90	38.74	41.20	48.87	59.42	70.77	84.81	105.46	134.43	172.16	211.58	264.98	332.05	414.94	527.47
"SEN"	0.00	47.14	55.14	41.05	24.11	13.97	9.05	6.60	5.45	4.96	4.89	5.32	6.41	8.01	10.16	13.06	17.14	22.77	31.12
"SGP"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01
"SLE"	0.00	23.46	19.38	11.18	5.43	2.71	1.57	1.05	0.81	0.70	0.66	0.69	0.81	0.98	1.22	1.54	1.98	2.60	3.52
"SLV"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01
"SRB"	0.00	11.63	16.71	18.42	18.05	17.30	17.76	19.61	22.25	23.84	24.51	26.99	30.62	35.40	40.27	45.56	53.15	61.26	76.06
"STP"	0.00	0.52	0.59	0.43	0.25	0.14	0.09	0.06	0.05	0.05	0.04	0.05	0.06	0.07	0.09	0.12	0.15	0.21	0.28
"SUR"	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.02	0.02	0.03	0.03
"SVK"	0.00	5.93	8.75	10.37	10.91	11.32	12.70	15.05	17.16	18.29	18.03	16.49	16.44	17.45	18.70	20.18	20.86	20.71	20.47
"SVN"	0.00	2.27	3.37	4.01	4.26	4.49	5.14	6.20	7.17	7.73	7.74	7.24	7.41	8.06	8.81	9.62	10.02	10.00	9.92
"SWE"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"SWZ"	0.00	1.61	2.36	2.61	2.61	2.67	2.99	3.67	4.55	5.46	6.54	8.09	10.22	12.94	15.69	19.40	24.01	29.68	37.36
"SYR"	0.00	1.41	2.14	2.53	2.24	1.94	1.95	1.99	2.18	2.31	2.32	2.32	2.53	2.87	3.14	3.46	3.75	4.22	5.12
"TGO"	0.00	40.71	57.18	61.70	61.21	62.65	70.69	87.52	109.40	132.59	160.86	202.12	259.81	334.70	412.75	517.74	648.00	807.05	1020.57
"THA"	0.00	1.16	1.48	1.46	1.31	1.20	1.22	1.34	1.50	1.63	1.77	2.01	2.36	2.79	3.20	3.78	4.50	5.39	6.64
"TJK"	0.00	0.12	0.20	0.24	0.30	0.38	0.52	0.77	1.23	1.69	1.98	2.15	2.69	3.63	4.45	5.30	5.85	6.57	7.76
"TKM"	0.00	5.88	8.62	9.05	10.07	11.22	13.45	17.91	25.56	32.14	34.56	34.49	39.81	49.74	56.95	63.96	66.99	71.92	81.63
"TTO"	0.00	0.09	0.10	0.10	0.08	0.07	0.06	0.06	0.06	0.06	0.06	0.06	0.07	0.08	0.09	0.10	0.11	0.13	0.17
"TUN"	0.00	0.56	0.57	0.48	0.37	0.29	0.26	0.26	0.29	0.31	0.33	0.35	0.41	0.49	0.58	0.66	0.76	0.85	1.02
"TUR"	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.02	0.02	0.02	0.03	0.03	0.03	0.04	0.04	0.05	0.05	0.07
"TZA"	0.00	200.93	278.79	300.92	302.36	315.73	365.41	466.42	605.28	764.41	967.18	1266.38	1695.50	2275.71	2925.99	3821.20	4977.35	6443.80	8461.82
"UGA"	0.00	159.84	224.84	245.54	247.72	257.74	295.63	372.74	475.76	589.39	729.96	933.72	1219.26	1593.24	1991.03	2527.68	3200.08	4026.58	5140.09
"UKR"	0.00	54.45	82.92	85.24	77.09	72.11	81.05	101.65	128.69	143.54	146.14	156.47	188.92	252.79	310.91	366.24	413.31	470.75	581.91
"URY"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"UZB"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.01	0.01	0.01	0.01
"VEN"	0.00	0.08	0.12	0.13	0.12	0.11	0.11	0.12	0.13	0.14	0.15	0.17	0.19	0.22	0.25	0.28	0.32	0.37	0.45
"VNM"	0.00	2.53	2.28	1.94	1.48	1.19	1.09	1.10	1.25	1.44	1.66	1.73	2.04	2.55	3.08	3.68	4.28	4.92	6.07
"YEM"	0.00	34.57	51.08	65.98	62.21	56.75	59.39	61.93	68.71	72.90	72.40	71.24	76.41	84.70	90.56	97.32	102.60	112.53	132.49
"ZAF"	0.00	2.06	2.34	2.17	1.95	1.75	1.73	1.86	2.12	2.42	2.69	3.23	4.06	5.02	6.07	7.39	8.83	10.50	12.68
"ZMB"	0.00	81.73	117.72	131.69	136.22	145.86	173.20	227.50	304.41	396.73	518.23	701.21	971.98	1352.70	1804.66	2447.35	3313.75	4463.80	6101.15
"ZWE"	0.00	15.74	15.61	12.72	10.25	8.97	8.98	10.17	11.85	13.50	15.47	18.40	22.46	27.54	32.46	39.06	47.15	56.88	69.90

"Dengue Fever Deaths due to Climate Change (by country)"
""	"2010"	"2015"	"2020"	"2025"	"2030"	"2035"	"2040"	"2045"	"2050"	"2055"	"2060"	"2065"	"2070"	"2075"	"2080"	"2085"	"2090"	"2095"	"2100"
"USA"	0.00	0.43	0.66	0.86	1.01	1.16	1.34	1.54	1.79	1.92	1.97	1.98	2.08	2.16	2.16	2.24	2.28	2.33	2.44
"CAN"	0.00	0.17	0.26	0.35	0.41	0.42	0.41	0.42	0.44	0.44	0.41	0.37	0.35	0.35	0.36	0.38	0.41	0.43	0.44
"ARG"	0.00	0.42	0.61	0.66	0.62	0.57	0.57	0.59	0.65	0.71	0.77	0.84	0.95	1.11	1.22	1.38	1.58	1.87	2.26
"ARM"	0.00	0.06	0.07	0.06	0.05	0.05	0.06	0.07	0.09	0.10	0.10	0.10	0.11	0.13	0.14	0.15	0.15	0.16	0.18
"AUS"	0.00	0.64	0.94	1.12	1.20	1.19	1.20	1.20	1.29	1.35	1.30	1.28	1.31	1.42	1.54	1.71	1.85	1.95	2.07
"AUT"	0.00	0.35	0.61	0.82	0.95	1.00	1.04	1.11	1.21	1.26	1.23	1.21	1.23	1.31	1.36	1.42	1.46	1.48	1.50
"AZE"	0.00	0.40	0.48	0.41	0.39	0.38	0.41	0.51	0.69	0.84	0.89	0.87	1.00	1.24	1.42	1.60	1.70	1.84	2.12
"BDI"	0.00	0.42	0.56	0.45	0.28	0.18	0.12	0.09	0.08	0.08	0.08	0.09	0.11	0.14	0.18	0.23	0.31	0.42	0.59
"BEL"	0.00	1.32	2.28	3.05	3.49	3.66	3.80	4.02	4.36	4.54	4.42	4.38	4.47	4.76	4.96	5.20	5.40	5.50	5.62
"BEN"	0.00	0.57	0.68	0.51	0.30	0.18	0.11	0.08	0.07	0.06	0.06	0.06	0.07	0.09	0.11	0.14	0.19	0.25	0.33
"BFA"	0.00	0.48	0.50	0.35	0.19	0.11	0.07	0.05	0.04	0.04	0.04	0.04	0.05	0.06	0.08	0.10	0.13	0.17	0.24
"BGD"	0.00	7.77	9.29	7.87	5.63	3.93	3.03	2.65	2.54	2.62	2.79	3.18	3.74	4.32	5.07	6.02	7.15	8.28	10.12
"BGR"	0.00	0.30	0.37	0.38	0.34	0.33	0.35	0.40	0.48	0.55	0.55	0.60	0.70	0.89	1.05	1.22	1.45	1.72	2.11
"BHR"	0.00	0.11	0.16	0.17	0.15	0.15	0.17	0.19	0.22	0.24	0.23	0.24	0.25	0.27	0.27	0.27	0.27	0.27	0.30
"BHS"	0.00	0.04	0.05	0.05	0.05	0.04	0.04	0.04	0.05	0.05	0.06	0.06	0.07	0.09	0.10	0.11	0.13	0.16	0.19
"BIH"	0.00	0.13	0.19	0.21	0.21	0.21	0.21	0.24	0.28	0.32	0.34	0.39	0.47	0.57	0.68	0.80	0.96	1.14	1.46
"BLR"	0.00	0.16	0.19	0.16	0.12	0.09	0.09	0.10	0.12	0.13	0.12	0.13	0.15	0.20	0.24	0.28	0.31	0.35	0.43
"BLZ"	0.00	0.15	0.19	0.13	0.08	0.05	0.03	0.03	0.02	0.02	0.03	0.03	0.04	0.05	0.05	0.06	0.07	0.09	0.11
"BOL"	0.00	0.19	0.33	0.41	0.43	0.44	0.47	0.52	0.60	0.69	0.79	0.91	1.08	1.31	1.51	1.76	2.10	2.57	3.21
"BRA"	0.00	4.82	6.61	7.52	7.54	7.00	6.85	7.14	7.81	8.45	9.10	10.56	12.20	13.43	15.09	17.04	20.13	23.94	28.57
"BRB"	0.00	0.10	0.10	0.09	0.07	0.06	0.05	0.05	0.05	0.06	0.06	0.07	0.07	0.09	0.10	0.11	0.13	0.16	0.20
"BRN"	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.02	0.02	0.02	0.03	0.03	0.04	0.05	0.06	0.07
"BTN"	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.02	0.02	0.02	0.03	0.03	0.04	0.04	0.05	0.06	0.07
"BWA"	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"CHE"	0.00	0.41	0.71	1.00	1.19	1.32	1.47	1.59	1.67	1.73	1.77	1.77	1.78	1.85	1.90	2.05	2.14	2.26	2.29
"CHL"	0.00	0.21	0.27	0.26	0.23	0.20	0.19	0.19	0.20	0.22	0.23	0.25	0.28	0.33	0.36	0.41	0.47	0.55	0.68
"CHN"	0.00	15.31	13.09	10.74	9.83	10.80	13.82	18.06	25.38	36.21	46.13	58.30	73.21	94.93	109.93	134.50	158.21	188.12	236.35
"CIV"	0.00	0.89	1.16	0.97	0.62	0.39	0.27	0.21	0.18	0.17	0.17	0.19	0.23	0.29	0.37	0.49	0.65	0.87	1.20
"CMR"	0.00	0.56	0.63	0.46	0.26	0.15	0.10	0.07	0.06	0.05	0.05	0.06	0.07	0.09	0.11	0.14	0.19	0.25	0.35
