"Total Deaths due to Climate Change (by country)"
""	"2010"	"2015"	"2020"	"2025"	"2030"	"2035"	"2040"	"2045"	"2050"	"2055"	"2060"	"2065"	"2070"	"2075"	"2080"	"2085"	"2090"	"2095"	"2100"
"GEO"	0.00	-134.82	-291.36	-498.23	-760.14	-1001.41	-1252.55	-1504.53	-1769.07	-2095.77	-2350.69	-2385.77	-2398.09	-2586.90	-2785.00	-2952.97	-3062.57	-3131.76	-3191.05
"GHA"	0.00	-26.67	-56.42	-91.76	-131.67	-178.18	-231.01	-290.80	-356.91	-424.96	-495.13	-564.40	-645.48	-740.00	-839.55	-937.17	-1035.10	-1138.24	-1257.11
"GIN"	0.00	-14.08	-31.94	-54.12	-80.82	-112.77	-153.29	-206.46	-273.85	-354.88	-449.61	-559.08	-683.84	-823.06	-968.96	-1123.34	-1281.74	-1442.36	-1606.07
"GMB"	0.00	-1.74	-3.92	-6.63	-9.82	-13.61	-17.69	-22.95	-28.96	-35.45	-42.82	-51.80	-62.87	-75.98	-91.73	-109.65	-129.88	-152.49	-178.04
"GNB"	0.00	-1.98	-4.97	-8.02	-11.44	-14.28	-20.84	-26.84	-34.52	-42.66	-52.00	-62.43	-74.80	-89.01	-104.86	-122.34	-141.49	-162.15	-184.92
"GNQ"	0.00	-0.42	-0.99	-1.94	-3.23	-4.69	-5.88	-6.74	-7.81	-9.31	-10.83	-12.26	-13.61	-15.08	-16.56	-18.14	-19.67	-21.20	-22.92
"GRC"	0.00	-128.92	-349.77	-696.66	-1183.52	-1877.85	-2724.80	-3701.96	-4651.67	-5456.68	-6151.61	-6786.39	-7398.10	-8088.40	-8745.75	-9331.97	-9822.96	-10215.76	-10526.69
"GTM"	0.00	-16.19	-38.20	-64.68	-98.28	-142.50	-204.15	-289.04	-402.06	-539.24	-710.03	-904.33	-1124.17	-1358.66	-1591.25	-1833.54	-2079.67	-2326.70	-2580.43
"HND"	0.00	-9.05	-22.30	-40.07	-63.61	-94.61	-134.80	-188.57	-258.10	-341.72	-440.52	-543.35	-647.10	-751.31	-848.32	-944.40	-1036.72	-1124.70	-1211.40
"HRV"	0.00	49.35	6.49	-139.30	-386.66	-723.71	-1160.02	-1702.58	-2314.16	-2922.27	-3506.65	-4081.14	-4562.38	-5026.30	-5420.94	-5762.94	-6045.46	-6265.74	-6428.06
"HUN"	0.00	147.67	82.45	-163.64	-538.89	-1220.77	-2265.90	-3744.58	-5243.97	-6857.70	-8467.41	-9881.19	-11223.53	-12540.40	-13799.94	-14950.92	-15935.51	-16712.60	-17282.86
"IDN"	0.00	-22.15	-55.28	-115.43	-220.55	-390.97	-625.59	-908.79	-1243.96	-1552.07	-1879.65	-2247.34	-2641.99	-3073.83	-3396.17	-3650.39	-3841.79	-3974.97	-4038.20
"IND"	0.00	-2296.82	-4991.51	-8106.27	-11596.02	-15506.57	-20037.85	-25646.91	-32386.06	-40008.48	-47964.28	-56404.48	-65369.12	-74522.86	-83301.60	-91965.54	-101017.72	-109887.84	-119245.15
"IRL"	0.00	-1.99	-46.54	-150.11	-332.62	-601.12	-978.80	-1468.43	-2061.18	-2571.55	-3085.78	-3620.30	-4168.24	-4765.24	-5360.91	-5913.41	-6389.00	-6774.42	-7090.16
"IRN"	0.00	-571.71	-1427.62	-2710.20	-4600.42	-7303.20	-10764.78	-15477.63	-22242.94	-29598.08	-35127.87	-38372.41	-40542.67	-43291.49	-46513.25	-49257.12	-51388.50	-53081.21	-54482.95
"IRQ"	0.00	-183.00	-450.36	-791.88	-1275.63	-2058.51	-3158.39	-4583.43	-6307.53	-8375.83	-10763.51	-13538.12	-16655.07	-20009.93	-23561.63	-27323.77	-31197.23	-35086.31	-38898.27
"ISL"	0.00	-0.52	-4.35	-13.12	-27.44	-46.74	-71.92	-102.64	-138.82	-177.98	-219.48	-258.93	-296.06	-333.66	-368.39	-399.34	-425.86	-447.57	-464.63
"ISR"	0.00	-96.94	-237.37	-423.12	-655.31	-940.50	-1313.31	-1745.50	-2209.80	-2704.82	-3205.43	-3748.22	-4342.30	-5026.52	-5735.23	-6368.58	-6941.84	-7472.70	-7983.81
"ITA"	0.00	-839.06	-2166.32	-4195.32	-7299.39	-11526.56	-16627.08	-21871.69	-26830.33	-31430.61	-35683.51	-39567.31	-43383.24	-47266.17	-51158.21	-54709.49	-57807.12	-60416.66	-62535.96
"JAM"	0.00	3.94	7.86	11.72	15.43	18.80	21.43	22.89	23.17	22.78	22.31	22.38	21.00	19.13	17.38	15.56	13.57	11.22	8.56
"JOR"	0.00	-43.05	-99.41	-184.15	-315.54	-514.46	-800.91	-1178.50	-1648.63	-2116.39	-2577.92	-3013.07	-3463.53	-4089.43	-4805.67	-5458.09	-5950.14	-6343.16	-6681.82
"JPN"	0.00	4538.81	7596.02	9355.76	9410.40	7332.52	2859.43	-3149.91	-10541.63	-18971.07	-27953.46	-37107.43	-46055.19	-54515.06	-62221.89	-69050.64	-74854.37	-79548.43	-83088.39
"KAZ"	0.00	-267.78	-623.26	-1132.99	-1782.61	-2526.37	-3362.18	-4309.13	-5460.23	-6849.49	-7910.11	-8537.17	-9201.57	-10553.13	-12070.86	-13440.66	-14453.66	-15108.10	-15737.50
"KEN"	0.00	-45.58	-105.55	-178.91	-261.60	-356.32	-477.02	-635.77	-837.79	-1067.11	-1289.73	-1540.83	-1866.77	-2261.07	-2697.34	-3167.62	-3681.34	-4253.90	-4906.19
"KGZ"	0.00	-65.57	-156.14	-299.97	-520.73	-768.09	-1054.52	-1347.37	-1765.77	-2400.95	-2977.25	-3353.67	-3605.66	-4057.94	-4802.30	-5547.05	-6136.82	-6505.00	-6774.44
"KHM"	0.00	-1.19	-2.94	-5.75	-10.84	-19.01	-30.43	-41.75	-68.78	-93.14	-123.82	-151.46	-174.08	-194.47	-216.50	-233.26	-245.50	-251.74	-249.78
"KOR"	0.00	1184.16	2100.00	2607.90	2633.09	2117.63	1040.47	-509.13	-2485.84	-4755.08	-7270.69	-9872.48	-12524.42	-15161.56	-17609.33	-19789.86	-21624.92	-23101.07	-24249.77
"KWT"	0.00	-13.78	-32.76	-65.53	-113.42	-192.03	-287.94	-465.22	-749.27	-1025.42	-1281.02	-1542.49	-1783.09	-2051.08	-2363.88	-2690.85	-2985.20	-3232.18	-3441.78
"LAO"	0.00	-0.59	-1.29	-2.26	-3.71	-5.96	-9.38	-14.36	-21.40	-31.70	-45.44	-60.49	-71.91	-84.05	-95.36	-105.22	-113.04	-118.20	-118.67
"LBN"	0.00	-53.03	-123.28	-225.40	-372.94	-558.51	-771.50	-1038.93	-1386.26	-1776.99	-2154.01	-2433.55	-2607.45	-2658.58	-2691.77	-2711.17	-2709.78	-2696.96	-2671.02
"LBR"	0.00	-5.67	-12.76	-21.53	-31.98	-44.42	-59.65	-78.20	-100.58	-125.75	-154.18	-192.04	-241.62	-299.49	-362.79	-431.87	-508.59	-594.25	-690.31
"LKA"	0.00	-50.89	-112.74	-191.65	-282.83	-384.69	-489.15	-611.67	-740.69	-842.76	-928.25	-1010.07	-1109.57	-1229.16	-1352.64	-1460.34	-1547.31	-1618.63	-1691.82
"LSO"	0.00	-2.40	-4.82	-7.03	-8.69	-10.03	-11.72	-14.62	-19.26	-24.90	-30.91	-37.19	-42.81	-48.37	-54.67	-61.47	-68.34	-74.92	-81.62
"LTU"	0.00	-97.64	-202.79	-333.75	-493.03	-662.07	-836.03	-1006.67	-1205.44	-1428.88	-1595.24	-1664.63	-1665.01	-1696.36	-1762.27	-1858.21	-1951.14	-2003.70	-2008.92
"LUX"	0.00	-1.60	-7.28	-19.76	-42.47	-76.37	-119.00	-170.68	-230.52	-293.56	-363.07	-436.09	-506.20	-569.62	-628.43	-679.47	-723.19	-760.07	-790.09
"LVA"	0.00	-77.02	-156.45	-247.03	-345.98	-444.53	-550.12	-650.94	-768.68	-906.66	-998.22	-1012.20	-1029.11	-1073.77	-1135.06	-1210.12	-1276.49	-1310.65	-1320.54
"MAR"	0.00	-163.56	-399.31	-756.05	-1253.22	-1862.64	-2579.62	-3423.19	-4466.66	-5542.07	-6615.02	-7491.83	-8203.90	-8939.56	-10240.18	-11320.88	-12155.75	-12734.57	-13157.10
"MDA"	0.00	-89.47	-202.60	-342.88	-495.75	-618.49	-735.74	-874.37	-1083.41	-1382.20	-1571.15	-1576.34	-1511.23	-1539.50	-1576.74	-1616.90	-1630.19	-1611.66	-1597.83
"MDG"	0.00	-27.23	-64.15	-112.20	-170.67	-240.83	-328.13	-433.56	-546.69	-694.70	-878.31	-1106.75	-1372.37	-1670.70	-2014.48	-2414.87	-2881.05	-3405.42	-3996.60
"MDV"	0.00	0.57	1.20	1.90	2.65	3.41	4.15	4.86	5.69	6.68	7.57	8.22	8.49	8.73	9.13	9.29	9.22	8.92	8.49
"MEX"	0.00	-130.61	-331.66	-614.41	-999.75	-1523.19	-2223.05	-2969.79	-3721.72	-4494.13	-5288.44	-6060.67	-6763.57	-7342.16	-7780.03	-8117.82	-8373.17	-8543.43	-8718.49
"MKD"	0.00	55.57	65.06	20.10	-85.26	-255.38	-486.83	-783.27	-1131.09	-1500.33	-1855.71	-2145.19	-2384.17	-2579.63	-2740.52	-2870.84	-2975.23	-3051.94	-3102.66
"MLI"	0.00	-15.79	-34.01	-55.10	-79.71	-110.81	-150.97	-199.59	-254.82	-314.44	-381.73	-467.18	-579.67	-721.89	-897.05	-1106.27	-1355.85	-1647.96	-1993.22
"MLT"	0.00	-3.45	-12.65	-27.79	-48.36	-70.04	-95.68	-129.76	-168.52	-209.92	-250.46	-287.53	-315.32	-338.72	-357.19	-372.30	-384.25	-392.62	-397.67
"MNE"	0.00	15.28	17.33	4.38	-24.47	-66.23	-124.73	-201.56	-295.85	-390.58	-492.05	-587.21	-669.15	-747.43	-809.02	-859.42	-899.67	-930.27	-952.17
"MNG"	0.00	219.90	418.29	566.04	629.64	585.78	410.12	87.68	-373.73	-921.38	-1559.70	-2291.02	-3082.98	-3793.13	-4387.20	-4907.69	-5386.78	-5841.62	-6230.20
"MOZ"	0.00	-32.78	-72.29	-118.77	-170.06	-224.90	-286.62	-357.08	-442.37	-549.94	-686.07	-861.58	-1107.08	-1396.02	-1716.86	-2077.88	-2495.53	-2974.48	-3516.01
"MRT"	0.00	-3.81	-8.45	-14.14	-20.73	-28.30	-37.03	-46.67	-56.82	-67.41	-78.56	-91.11	-106.10	-123.05	-141.35	-160.44	-180.92	-203.41	-229.01
"MUS"	0.00	2.00	4.08	6.20	8.38	10.43	12.36	14.34	15.89	17.25	18.67	19.69	20.40	20.06	19.32	18.46	17.73	17.08	16.42
"MWI"	0.00	-20.83	-45.82	-74.24	-104.10	-135.58	-176.03	-233.74	-301.05	-386.45	-493.80	-619.47	-771.19	-965.96	-1178.78	-1428.34	-1721.66	-2062.97	-2460.31
"MYS"	0.00	-3.33	-9.30	-20.11	-37.89	-63.88	-98.70	-144.29	-214.33	-300.26	-393.25	-481.41	-558.87	-613.20	-670.75	-727.29	-778.62	-819.00	-842.28
"NAM"	0.00	-1.97	-4.33	-7.47	-11.53	-16.51	-22.12	-28.03	-34.22	-41.63	-49.97	-57.58	-64.19	-70.00	-75.45	-81.53	-87.84	-94.22	-100.60
"NER"	0.00	-21.49	-50.69	-90.41	-141.71	-198.61	-268.08	-353.47	-455.72	-581.43	-738.73	-945.42	-1211.58	-1540.36	-1948.84	-2452.60	-3071.84	-3816.41	-4706.92
"NGA"	0.00	-165.47	-364.68	-599.34	-866.00	-1173.72	-1552.94	-2013.83	-2546.07	-3127.43	-3771.17	-4566.10	-5607.17	-6932.22	-8575.33	-10491.25	-12727.54	-15355.96	-18487.83
"NLD"	0.00	-139.98	-460.50	-1005.08	-1822.99	-2872.91	-4023.22	-5127.41	-6314.91	-7572.79	-8883.63	-10207.42	-11614.03	-12882.37	-14038.43	-15075.52	-15996.61	-16799.12	-17475.62
"NOR"	0.00	-29.30	-102.03	-237.00	-447.03	-752.03	-1135.34	-1566.71	-2067.64	-2642.67	-3281.49	-3942.55	-4595.68	-5262.93	-5923.71	-6548.71	-7118.40	-7622.61	-8047.50
"NPL"	0.00	-64.64	-142.28	-231.51	-338.07	-465.40	-619.42	-792.70	-993.72	-1262.58	-1587.50	-2000.14	-2450.49	-2804.60	-3036.05	-3232.21	-3392.16	-3510.47	-3641.62
"NZL"	0.00	168.50	299.09	371.91	359.29	258.54	51.21	-257.04	-696.79	-1262.01	-1911.70	-2602.90	-3317.17	-4037.77	-4714.23	-5322.47	-5847.88	-6281.51	-6620.47
"OMN"	0.00	-18.85	-42.24	-79.30	-124.61	-195.48	-298.13	-511.67	-1072.16	-1850.47	-2408.40	-2581.82	-2529.51	-2400.09	-2282.78	-2169.80	-2108.74	-2106.43	-2136.63
"PAK"	0.00	-326.97	-716.27	-1192.77	-1749.76	-2339.35	-2992.73	-3793.55	-4813.61	-6109.34	-7500.05	-8854.62	-9897.54	-11159.89	-12336.23	-13518.74	-14679.78	-15680.06	-16669.50
"PAN"	0.00	-4.50	-10.89	-20.00	-32.53	-48.91	-69.35	-92.65	-117.74	-143.66	-169.50	-195.93	-222.34	-247.86	-269.81	-290.31	-309.83	-328.33	-345.69
"PER"	0.00	269.69	488.61	614.73	582.99	335.68	-184.87	-1012.50	-2093.69	-3418.43	-4901.22	-6426.38	-7915.74	-9310.14	-10557.85	-11644.41	-12550.12	-13271.05	-13817.12
"PHL"	0.00	-8.27	-19.45	-36.72	-64.30	-106.02	-164.24	-243.63	-348.88	-486.80	-651.76	-838.47	-1043.70	-1232.25	-1419.77	-1604.11	-1782.34	-1951.96	-2082.48
"POL"	0.00	791.33	584.67	-703.84	-2683.98	-5473.86	-9578.67	-15109.63	-21782.87	-28387.01	-34337.44	-39087.61	-42886.44	-46556.06	-50045.06	-53335.20	-56233.50	-58478.10	-59957.80
"PRT"	0.00	-110.19	-319.79	-657.72	-1160.76	-1818.06	-2664.40	-3638.36	-4587.14	-5398.12	-6107.99	-6736.64	-7330.46	-7820.75	-8198.87	-8482.77	-8689.44	-8827.98	-8909.44
"PRY"	0.00	63.70	119.38	159.83	174.37	150.67	77.40	-70.76	-309.96	-619.37	-978.01	-1365.11	-1761.46	-2150.78	-2530.62	-2889.90	-3215.84	-3499.10	-3736.05
"QAT"	0.00	-5.59	-14.12	-31.51	-67.00	-142.61	-283.03	-495.04	-836.48	-1219.78	-1430.43	-1466.68	-1417.29	-1325.17	-1249.08	-1200.30	-1182.96	-1185.43	-1192.62
"ROU"	0.00	436.68	434.12	-67.67	-867.49	-2684.48	-4996.46	-7993.99	-11166.29	-14617.53	-17152.35	-19259.47	-21124.75	-22897.31	-24570.61	-26079.77	-27296.29	-28184.96	-28799.61
"RUS"	0.00	-3955.20	-8871.62	-15018.85	-21871.81	-27497.80	-33953.30	-41215.47	-50166.75	-60274.24	-64946.41	-65032.74	-65490.87	-68457.40	-73251.77	-78030.44	-81111.35	-82724.81	-84295.82
"RWA"	0.00	-13.00	-31.01	-53.38	-80.60	-108.39	-143.77	-193.92	-262.97	-340.80	-404.27	-517.15	-619.57	-747.23	-889.13	-1041.06	-1205.53	-1380.61	-1569.88
"SAU"	0.00	-134.86	-366.29	-743.79	-1340.30	-2253.91	-3563.27	-5430.19	-7627.80	-10058.21	-12212.73	-14013.25	-15478.21	-17128.66	-18890.36	-20365.58	-21053.00	-21100.65	-20999.03
"SDN"	0.00	-36.92	-82.20	-138.75	-209.67	-300.12	-415.77	-559.79	-725.59	-907.10	-1118.77	-1366.39	-1654.30	-1960.72	-2268.00	-2595.51	-2947.02	-3323.11	-3727.00
"SEN"	0.00	-14.96	-32.84	-53.94	-78.26	-107.05	-143.47	-188.22	-240.38	-299.49	-362.27	-431.14	-516.24	-618.77	-740.38	-868.51	-1005.91	-1157.05	-1331.78
"SGP"	0.00	-1.55	-4.72	-10.46	-19.31	-30.88	-45.62	-62.24	-80.15	-99.31	-121.85	-142.88	-158.80	-170.43	-181.94	-192.26	-201.26	-208.15	-211.66
"SLE"	0.00	-6.42	-13.12	-20.23	-27.97	-37.07	-48.16	-61.10	-75.19	-89.06	-103.16	-121.11	-143.83	-167.99	-193.00	-219.18	-247.84	-279.91	-316.50
"SLV"	0.00	-17.22	-38.67	-65.58	-101.12	-146.26	-201.28	-268.34	-348.95	-450.41	-572.18	-692.37	-769.84	-833.75	-886.14	-929.72	-959.78	-977.91	-990.64
"SRB"	0.00	198.28	164.19	-71.45	-500.20	-1136.17	-2039.23	-3205.26	-4486.92	-5740.82	-6857.53	-7712.88	-8369.54	-8833.18	-9123.24	-9310.13	-9431.59	-9496.45	-9525.44
"STP"	0.00	0.28	0.61	0.99	1.42	1.87	2.27	2.59	2.83	2.90	2.78	2.49	2.13	1.82	1.49	1.08	0.63	0.24	-0.04
"SUR"	0.00	4.69	8.38	10.13	8.50	3.83	-4.53	-15.13	-30.29	-47.66	-65.20	-85.64	-106.09	-123.57	-139.14	-152.59	-164.04	-173.57	-181.06
"SVK"	0.00	136.23	137.66	-0.48	-273.41	-669.75	-1281.88	-2128.77	-3065.48	-4025.91	-4897.47	-5578.79	-6156.10	-6731.88	-7289.58	-7814.99	-8267.44	-8611.38	-8843.77
"SVN"	0.00	30.07	8.28	-67.82	-204.36	-403.36	-656.76	-982.27	-1341.20	-1704.39	-2038.25	-2356.11	-2664.55	-2988.27	-3296.66	-3577.20	-3816.66	-4010.81	-4160.60
"SWE"	0.00	-107.20	-289.11	-562.98	-959.20	-1504.94	-2166.02	-2920.70	-3819.50	-4905.21	-6148.23	-7257.71	-8445.58	-9719.78	-10981.53	-12205.90	-13351.12	-14362.87	-15236.26
"SWZ"	0.00	-1.15	-2.52	-4.07	-5.64	-7.10	-8.47	-10.32	-13.68	-19.25	-26.19	-33.21	-40.17	-48.05	-56.52	-65.38	-73.93	-81.99	-90.10
"SYR"	0.00	-141.58	-365.77	-689.05	-1150.94	-1774.40	-2605.73	-3789.50	-5392.09	-7263.83	-9231.07	-11450.11	-13658.72	-15635.94	-17420.66	-19091.47	-20729.64	-22155.48	-23326.07
"TGO"	0.00	-7.82	-17.55	-29.87	-45.78	-66.99	-96.25	-136.15	-186.50	-245.48	-310.71	-385.23	-476.92	-588.38	-717.77	-856.38	-1000.67	-1152.29	-1317.73
"THA"	0.00	-11.44	-32.52	-70.31	-130.73	-216.53	-321.49	-435.73	-546.38	-650.26	-744.20	-817.58	-873.44	-905.44	-916.23	-906.11	-885.03	-857.96	-824.18
"TJK"	0.00	-83.38	-202.27	-397.95	-694.00	-1069.93	-1522.39	-2065.10	-2800.43	-3811.06	-4815.39	-5732.17	-6493.02	-7575.21	-9160.87	-10758.41	-12157.01	-13305.11	-14430.86
"TKM"	0.00	-60.15	-146.20	-283.15	-477.52	-706.93	-978.77	-1300.41	-1695.03	-2208.12	-2726.77	-3045.32	-3355.88	-3632.92	-3937.40	-4235.21	-4465.93	-4606.16	-4688.13
"TTO"	0.00	2.27	4.57	6.84	9.09	11.06	12.72	14.09	15.63	16.56	16.26	15.12	14.16	13.64	13.40	12.90	11.98	10.92	10.08
"TUN"	0.00	-69.08	-169.45	-316.19	-522.41	-784.10	-1085.14	-1464.69	-1917.28	-2373.38	-2765.52	-3011.98	-3195.28	-3402.90	-3623.63	-3815.72	-3953.93	-4014.78	-4021.95
"TUR"	0.00	-716.53	-1749.51	-3248.59	-5322.12	-8072.43	-11647.19	-16013.52	-20927.75	-25855.75	-30561.01	-35144.62	-39261.53	-42861.90	-45923.50	-48381.39	-50232.60	-51597.77	-52647.65
"TZA"	0.00	-59.46	-136.24	-234.38	-358.46	-521.72	-748.50	-1065.39	-1475.36	-1974.22	-2562.51	-3276.14	-4187.14	-5345.66	-6668.50	-8175.64	-9860.55	-11747.15	-13877.57
"UGA"	0.00	-39.32	-90.60	-157.38	-245.87	-367.41	-535.43	-765.40	-1066.60	-1444.54	-1921.44	-2523.23	-3287.72	-4226.68	-5313.47	-6575.80	-7996.67	-9565.99	-11293.92
"UKR"	0.00	-1405.14	-3089.13	-4906.47	-6977.46	-8744.46	-10685.83	-12860.60	-15388.94	-18077.52	-19154.78	-18833.47	-17972.17	-18464.35	-19359.07	-20299.83	-20838.94	-20828.81	-20673.45
"URY"	0.00	16.29	25.39	23.43	7.40	-23.56	-77.30	-152.38	-237.59	-338.88	-452.04	-565.01	-672.08	-770.67	-858.73	-935.80	-1000.97	-1054.38	-1097.11
"UZB"	0.00	-345.10	-837.31	-1622.38	-2750.38	-4070.38	-5693.30	-7673.84	-10092.61	-13198.66	-16407.31	-18672.10	-20155.14	-21932.38	-23709.24	-25291.16	-26417.55	-27004.63	-27283.63
"VEN"	0.00	273.75	490.93	614.12	576.46	344.65	-110.71	-869.61	-1911.49	-3206.22	-4626.04	-6110.08	-7612.64	-9072.02	-10410.41	-11593.99	-12597.58	-13415.29	-14049.19
"VNM"	0.00	-8.02	-22.09	-49.05	-98.84	-176.82	-285.23	-421.31	-582.00	-769.17	-964.78	-1103.81	-1199.46	-1277.81	-1333.95	-1360.93	-1357.89	-1337.96	-1295.50
"YEM"	0.00	-129.51	-304.92	-546.99	-851.88	-1213.23	-1674.96	-2422.16	-3533.62	-4951.12	-6642.82	-8266.49	-9811.26	-11198.95	-12584.80	-13972.35	-15244.60	-16292.30	-17097.25
"ZAF"	0.00	-54.68	-116.58	-188.33	-265.94	-342.38	-426.03	-528.03	-669.00	-824.17	-958.37	-1076.50	-1212.60	-1375.50	-1523.52	-1664.92	-1784.37	-1891.18	-2000.32
"ZMB"	0.00	-13.74	-30.73	-52.51	-81.86	-124.30	-186.79	-274.28	-382.28	-508.96	-659.15	-851.12	-1088.15	-1372.07	-1718.82	-2134.08	-2616.26	-3172.48	-3818.33
"ZWE"	0.00	-11.90	-25.90	-40.44	-54.54	-69.20	-90.39	-128.43	-190.07	-266.61	-345.96	-417.31	-480.81	-547.92	-618.57	-700.49	-781.83	-856.55	-930.65

"Heat Related Cardiovascular Deaths due to Climate Change (by country)"
""	"2010"	"2015"	"2020"	"2025"	"2030"	"2035"	"2040"	"2045"	"2050"	"2055"	"2060"	"2065"	"2070"	"2075"	"2080"	"2085"	"2090"	"2095"	"2100"
"USA"	0.00	1875.48	4520.30	8181.89	12809.89	18018.53	23582.28	29437.60	35826.94	42775.71	50311.68	57811.04	65223.52	72381.63	79343.46	85996.47	92392.47	98374.71	103637.49
"CAN"	0.00	219.79	534.68	978.41	1571.71	2240.36	2972.89	3766.78	4640.98	5570.89	6526.90	7417.32	8263.72	9122.50	9989.61	10833.86	11629.41	12349.15	12966.39
"ARG"	0.00	112.66	262.50	460.15	715.87	1035.64	1446.79	1994.26	2581.46	3219.18	3881.27	4508.32	5057.78	5580.53	6079.69	6522.33	6890.62	7180.41	7399.27
"ARM"	0.00	11.05	26.29	50.92	84.46	118.67	153.48	195.68	250.35	319.64	375.94	406.84	426.76	451.25	465.77	471.72	469.87	462.93	455.35
"AUS"	0.00	43.58	107.52	214.49	371.83	550.48	755.25	1029.70	1416.66	1937.34	2430.52	2796.46	3132.86	3542.57	3887.85	4160.23	4335.77	4442.74	4523.39
"AUT"	0.00	38.83	86.96	152.34	243.66	356.59	471.65	582.44	703.50	817.50	935.12	1039.74	1135.70	1228.25	1324.35	1419.91	1514.73	1602.60	1678.80
"AZE"	0.00	22.90	58.96	124.18	228.27	346.68	469.49	599.88	775.11	1000.67	1214.74	1344.03	1398.70	1468.52	1592.39	1691.03	1744.39	1757.33	1757.23
"BDI"	0.00	6.42	17.45	36.74	67.23	112.14	173.44	265.67	402.77	585.65	793.86	1008.14	1252.21	1574.44	1973.65	2409.92	2831.83	3226.79	3613.59
"BEL"	0.00	50.14	113.40	197.62	306.64	435.48	572.26	711.08	853.62	992.57	1133.59	1253.91	1375.94	1514.51	1650.29	1779.16	1896.33	1997.11	2085.35
"BEN"	0.00	10.01	25.43	49.84	88.19	144.63	221.49	321.09	445.65	596.94	778.08	987.67	1223.78	1475.86	1730.97	1983.28	2226.94	2457.34	2664.91
"BFA"	0.00	14.74	37.70	74.69	133.15	221.22	344.62	515.67	739.60	1015.71	1353.07	1763.82	2257.19	2836.10	3477.47	4166.75	4889.14	5631.38	6368.80
"BGD"	0.00	346.67	857.14	1689.14	3103.66	5258.69	8164.61	12057.02	16859.32	22287.73	28124.82	33940.83	39219.48	43414.37	46899.19	49512.33	51234.31	52166.88	52165.63
"BGR"	0.00	38.09	81.97	131.05	183.25	241.58	309.01	378.85	444.79	507.65	536.90	537.74	532.13	536.24	550.13	565.09	573.11	571.86	566.32
"BHR"	0.00	2.72	6.66	16.09	30.37	51.82	85.14	120.00	188.49	282.15	363.33	420.69	451.16	471.03	490.63	498.74	506.57	514.81	521.86
"BHS"	0.00	0.52	1.29	2.44	4.06	6.01	8.34	10.71	13.54	16.56	19.85	22.78	24.85	26.88	28.96	30.87	32.60	34.04	35.11
"BIH"	0.00	15.60	35.44	61.48	96.98	137.40	177.11	216.64	261.56	311.74	361.30	409.14	437.75	435.93	429.20	424.74	423.07	423.42	418.97
"BLR"	0.00	49.38	108.66	190.82	289.38	385.41	484.68	588.02	712.47	849.27	933.64	952.93	957.22	996.36	1050.47	1104.47	1140.51	1151.06	1147.72
"BLZ"	0.00	0.56	1.42	2.83	5.22	9.01	14.50	21.87	31.50	42.76	55.23	68.79	82.54	95.94	109.19	121.51	132.51	141.90	149.45
"BOL"	0.00	12.81	31.11	57.29	93.62	142.71	208.02	286.46	381.54	498.79	641.60	790.74	943.75	1082.48	1221.67	1358.05	1487.99	1605.96	1707.09
"BRA"	0.00	390.20	991.35	1895.00	3222.75	4947.67	7086.72	9747.79	12892.76	16044.91	18999.91	21982.69	24753.99	26654.60	28097.44	29136.93	29809.14	30149.27	30189.94
"BRB"	0.00	0.47	1.11	2.05	3.28	4.67	6.21	7.70	9.30	10.96	12.65	14.14	15.46	16.69	17.85	18.91	19.89	20.76	21.48
"BRN"	0.00	-0.02	-0.28	-0.99	-2.28	-4.34	-7.02	-9.79	-12.13	-14.82	-17.73	-20.55	-23.90	-26.82	-29.15	-30.90	-32.25	-33.33	-34.12
"BTN"	0.00	2.47	5.94	11.23	18.48	29.45	43.98	65.54	95.06	128.03	159.84	187.42	209.87	228.25	245.26	258.89	268.61	274.29	276.23
"BWA"	0.00	3.33	8.38	15.05	22.55	30.23	40.09	58.06	89.03	131.33	179.28	227.94	273.45	319.23	363.70	404.65	439.63	466.72	485.06
"CHE"	0.00	37.12	85.34	149.63	238.28	348.83	468.03	597.03	745.68	908.93	1082.49	1253.18	1416.33	1578.16	1741.43	1904.91	2066.09	2213.32	2340.19
"CHL"	0.00	46.06	115.99	225.45	386.04	586.04	819.21	1060.59	1339.07	1656.01	1983.19	2259.81	2490.03	2686.45	2854.65	2986.91	3084.45	3150.65	3193.44
"CHN"	0.00	9759.93	26194.77	48679.24	82206.96	128800.34	180131.75	220376.10	263732.02	325885.05	368481.00	385577.04	393915.13	405034.38	423186.59	436969.46	444793.35	447872.07	446669.09
"CIV"	0.00	21.64	52.85	99.15	167.32	263.90	396.08	571.40	790.28	1059.97	1392.77	1797.69	2233.69	2699.45	3274.82	3892.43	4536.02	5182.77	5817.58
"CMR"	0.00	25.31	62.48	117.91	201.23	322.15	491.77	725.60	1047.52	1463.57	1963.60	2536.73	3204.15	3961.78	4783.14	5645.52	6515.33	7370.08	8190.76
"COL"	0.00	80.47	210.44	411.83	712.89	1124.08	1606.36	2195.36	2863.45	3593.35	4372.85	5143.20	5877.02	6570.44	7191.86	7708.42	8110.48	8398.44	8583.12
"COM"	0.00	0.39	0.99	1.93	3.35	5.32	7.91	11.20	15.33	19.71	24.27	29.60	35.85	42.68	49.39	55.65	61.56	67.55	73.51
